episode_reward,speaker_loss,listener_loss,speaker_action_distribution_table,_step,_timestamp,episode_length,speaker_reward,listener_reward,speaker_q_values,listener_q_values,average_reward_last_10,_runtime,listener_action_distribution_table,epsilon,global_step,steps_per_second,run_name
,0.1883889138698578,0.0633630231022834,,2800,1757662830.5464509,,,,-1.9301133155822752,-0.9879657030105592,-29.93533234073568,263.573066792,,0.05,2800,10.0,learnable_alpha__67
,0.173988327383995,0.0623498186469078,,2810,1757662830.7514062,,,,-1.8401319980621336,-0.9894338846206664,-29.93533234073568,263.7705175,,0.05,2810,10.0,learnable_alpha__67
,0.1892554312944412,0.0688177496194839,,2820,1757662830.948858,,,,-1.733182668685913,-0.9029660224914552,-29.93533234073568,263.781540583,,0.05,2820,10.0,learnable_alpha__67
-9.336716858579091,,,"{'sha256': '68fd7ec5c847004a0f350f00737a55cab59a106488bc42f90e714e6bae12a7dd', 'artifact_path': 'wandb-client-artifact://1suswoparflr4xiqh6nttud8t9ei05yctgu3fh6u72u45n1d54nsjws5gu7p3tb73gphc0pllsdmtwtjvdcfpv4hso38vqt6iohk27ue9sym3an1g4j1ph21hzwmpu9f/speaker_action_distribution_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://vd4mcud3ciblrwom2h9jrkve22v1wnfq56dkzmh2mazh7a45vgfnrw4o9u74rij3qow2mss717pqvjum6rtpnna6aycp68sj2ggzao2mcflsx9mn96l6st2c96nxpqhg:latest/speaker_action_distribution_table.table.json', '_type': 'table-file', 'ncols': 2, 'size': 80, 'nrows': 3, 'path': 'media/table/speaker_action_distribution_table_2824_68fd7ec5c847004a0f35.table.json', 'log_mode': 'IMMUTABLE'}",2824,1757662834.835587,25.0,-0.2008438239180229,-0.2008438239180229,,,,267.868951083,"{'log_mode': 'IMMUTABLE', 'size': 102, '_type': 'table-file', 'nrows': 5, 'sha256': '55fddb429d7b35be2352e6d084fbb89ef910c2e537d30826872621b3b1d09be2', '_latest_artifact_path': 'wandb-client-artifact://ua4nwcocvhlaguzh82epg3o50tykxs3hv2fb6lp2wzqrw6k87d6mlmb3huoykdyjb1e1k2w2wjch7xl66kki2jp2571v7m3z2ncrlyao0d3zic7iytk53t2zjo1hnrkc:latest/listener_action_distribution_table.table.json', 'ncols': 2, 'artifact_path': 'wandb-client-artifact://ijrjcpydwmrsijcj30swgzr5apbcl5v29ghg4zkkvq53op004f75gv76af5u4blu3ixvyfjz0fwf6inxsm6tozqvvocayiz0beq8ekrl4guha1mrdkzre033g5d4wc8b/listener_action_distribution_table.table.json', 'path': 'media/table/listener_action_distribution_table_2824_55fddb429d7b35be2352.table.json'}",0.05,2824,,learnable_alpha__67
,0.12014140188694,0.0495432913303375,,2840,1757662835.242862,,,,-1.6463220119476318,-0.9526480436325072,-30.044258991943178,268.262005208,,0.05,2840,10.0,learnable_alpha__67
,0.2016703784465789,0.0596558712422847,,2900,1757662840.326072,,,,-1.7884769439697266,-0.8726600408554077,-44.895919346376274,273.349726958,,0.05,2900,10.0,learnable_alpha__67
,0.1292653530836105,0.0500360466539859,,2920,1757662840.72867,,,,-1.9256527423858645,-0.86323082447052,-44.895919346376274,273.560360042,,0.05,2920,10.0,learnable_alpha__67
,0.149960458278656,0.0662391930818557,,2940,1757662844.974947,,,,-2.079017639160156,-0.8873410224914551,-42.53947305426712,277.99486525,,0.05,2940,10.0,learnable_alpha__67
,0.1903239786624908,0.0713027268648147,,2960,1757662845.3754082,,,,-2.0830588340759277,-1.0529216527938845,-62.32225828767999,278.391914625,,0.05,2960,10.0,learnable_alpha__67
,0.1110175251960754,0.0490805357694625,,2970,1757662845.570379,,,,-1.9522738456726072,-1.0498168468475342,-62.32225828767999,278.402197583,,0.05,2970,10.0,learnable_alpha__67
,0.1601702868938446,0.052508644759655,,2980,1757662849.692364,,,,-1.854217529296875,-1.0389835834503174,-63.59934611798658,282.711055667,,0.05,2980,10.0,learnable_alpha__67
,0.1037249118089675,0.0551964491605758,,3000,1757662850.090689,,,,-1.61848783493042,-0.8076015710830688,-56.682016146745084,283.10964225,,0.05,3000,10.0,learnable_alpha__67
,0.1257273852825164,0.0535546988248825,,3010,1757662850.288177,,,,-1.605522871017456,-0.7732481956481934,-56.682016146745084,283.30656025,,0.05,3010,10.0,learnable_alpha__67
,0.2071926593780517,0.0650208443403244,,3060,1757662855.1227689,,,,-1.9055471420288088,-1.055391550064087,-60.57747276768011,288.141628167,,0.05,3060,10.0,learnable_alpha__67
,0.1045401468873024,0.0649836063385009,,3090,1757662859.533587,,,,-1.6577781438827517,-0.8568133115768433,-62.3237136310462,292.55920975,,0.05,3090,10.0,learnable_alpha__67
,0.1242265626788139,0.049021378159523,,3100,1757662859.737838,,,,-1.7961382865905762,-0.9255950450897216,-58.3667676924264,292.753830167,,0.05,3100,10.0,learnable_alpha__67
,0.1015926152467727,0.058110311627388,,3110,1757662859.93239,,,,-1.703791260719299,-0.9307056665420532,-58.3667676924264,292.953546333,,0.05,3110,10.0,learnable_alpha__67
,0.1236193925142288,0.0852401033043861,,3120,1757662860.132107,,,,-1.797271966934204,-0.9423081874847412,-58.3667676924264,292.964114375,,0.05,3120,10.0,learnable_alpha__67
-2.5500220591420475,,,"{'sha256': '7aa20e8a0078266fd3b10e8eb7b216dbbdefe022e3fa1da613fdae8974c01b1b', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://q1kbp56ebvl8fv28iutmqtl7pax01w3t0ahz5hgm373kgtf2ai23c5ibdtd1sb2s0lisqceg1qrxe9gm00ja4cemt1lf6eirt135g05pzngqzncev0seua4idvcufyxf:latest/speaker_action_distribution_table.table.json', 'ncols': 2, 'nrows': 3, 'path': 'media/table/speaker_action_distribution_table_3124_7aa20e8a0078266fd3b1.table.json', 'artifact_path': 'wandb-client-artifact://ao4wgwnfo3gucf4ouu24eu2jgv4kaawveuyj88hxppbfggezchdt439w91x4kijcnub92kr4hsryteiybigvglxirixvvdm5qp53mye6kes8hi6u5miahd229m6l2aom/speaker_action_distribution_table.table.json', '_type': 'table-file', 'size': 78}",3124,1757662864.01489,25.0,-0.2407468456469934,-0.2407468456469934,,,,297.058615583,"{'ncols': 2, 'artifact_path': 'wandb-client-artifact://q8mgoqtko247vu7xbkayifw9yqenv1oe50fyedvp2nowz1mfsl4zbo1t3idorl8z65op64a3hos2pqwkzz14xju92qbiljt1n69mnnmydb610ogv7k2xnxo9ux3yu5vg/listener_action_distribution_table.table.json', 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_3124_fbac7ec934b507a1101a.table.json', 'sha256': 'fbac7ec934b507a1101a6df781971126ecc66d31111238c2e874832346e02756', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://eb6yidujiwcglmdbjpguuak57657yq1pgukwbpmxnlit29wf6jn7l5zpbiiyr2nn6mijtvypo9anunbcmpwqp8dbnd9isggmfwt0rkn0j7plwoepar9ykhju2a4pbp44:latest/listener_action_distribution_table.table.json', 'size': 100, '_type': 'table-file'}",0.05,3124,,learnable_alpha__67
,0.1413259357213974,0.0578583031892776,,3160,1757662864.825435,,,,-1.691391110420227,-1.0859192609786987,-40.80747417205439,297.843376833,,0.05,3160,10.0,learnable_alpha__67
,0.1384694576263427,0.0668276250362396,,3170,1757662865.022006,,,,-1.725791335105896,-1.0960187911987305,-40.80747417205439,297.853848125,,0.05,3170,10.0,learnable_alpha__67
,0.130295529961586,0.0661794245243072,,3220,1757662869.8738282,,,,-1.8317722082138064,-0.8949246406555176,-25.913012730623887,302.705921125,,0.05,3220,10.0,learnable_alpha__67
-235.58698237762948,,,"{'nrows': 3, 'path': 'media/table/speaker_action_distribution_table_3224_7f8cf15e7101c388fd37.table.json', 'sha256': '7f8cf15e7101c388fd3763c6dc87ab77ff08043a72c0fe55548c53db44ddacca', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://slb6tmlt1z2yhu86q611y89sa4b1v679oumnuuqmewbzksef4snrz3p2e7u7jp0pm7c5ecsmrd8e8m4i2j2wli0cwthelsu6ap7b9y10051ddkng0j6is7gqdrgv36ya/speaker_action_distribution_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://ojfspcqjspvms8jqdol06w3aspftt70r1bigeh05sy70dpd2z0mftix42bqglp77g0f1gycqdsmj9rptvuxiz3q43nrad9oeiulkkj0dh19ici8im1zl47ao8zjve51b:latest/speaker_action_distribution_table.table.json', '_type': 'table-file', 'size': 78, 'ncols': 2}",3224,1757662873.7220569,25.0,-23.26296899705912,-23.26296899705912,,,,306.757708625,"{'_type': 'table-file', 'ncols': 2, 'artifact_path': 'wandb-client-artifact://aze8078dqcjcbhx117t08qxadzs50crgg5j2ssvlyqg9jkpcfa4nm47pl9skx10ln0joje6j34gmdkfckoyzxkpiftqgyip2bokakx7t8y3u9j4un0cix8d6j547evqu/listener_action_distribution_table.table.json', 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_3224_27089fa3b8ef04dc5909.table.json', '_latest_artifact_path': 'wandb-client-artifact://z99kciog61l8j0vmw7761n6l14j1g8x71nh7ek863ytpib8upe7fj3kpcdjoeltfdcv1x5ebbak7tfdc71b16nzi7sblmax1u4vr4342sjriiivyo6r6lj7sl28fbmyy:latest/listener_action_distribution_table.table.json', 'size': 102, 'sha256': '27089fa3b8ef04dc5909ba6425f48567b1fd35b5cccb07cf016f40c7cd8a4b6b', 'log_mode': 'IMMUTABLE'}",0.05,3224,,learnable_alpha__67
,0.2103580385446548,0.0572015456855297,,3230,1757662873.9364228,,,,-1.913543462753296,-1.009162187576294,-46.679609732841,306.955353667,,0.05,3230,10.0,learnable_alpha__67
,0.1171759068965911,0.056279569864273,,3260,1757662874.535674,,,,-1.777049899101257,-0.9692162275314332,-47.22034210342635,307.5581335,,0.05,3260,10.0,learnable_alpha__67
,0.1740393042564392,0.058974165469408,,3310,1757662879.4721012,,,,-1.7055904865264893,-0.9388969540596008,-41.47520390897662,312.493345625,,0.05,3310,10.0,learnable_alpha__67
,0.182768702507019,0.064754381775856,,3320,1757662879.6721122,,,,-1.8836686611175537,-0.9286303520202636,-41.47520390897662,312.504579792,,0.05,3320,10.0,learnable_alpha__67
,0.1683116853237152,0.0558945760130882,,3340,1757662884.106857,,,,-1.927716851234436,-0.921869158744812,-57.43466589452171,317.13560225,,0.05,3340,10.0,learnable_alpha__67
,0.1104101091623306,0.0533431768417358,,3360,1757662884.520142,,,,-1.9111855030059817,-0.8583128452301025,-56.18009062783587,317.544520708,,0.05,3360,10.0,learnable_alpha__67
,0.2205303013324737,0.0461466088891029,,3370,1757662884.723308,,,,-1.8983771800994873,-0.9057852029800416,-56.18009062783587,317.555880167,,0.05,3370,10.0,learnable_alpha__67
,0.1690350323915481,0.062988169491291,,3380,1757662888.7717938,,,,-1.8923022747039795,-0.9751307964324952,-57.38759873922769,321.798405292,,0.05,3380,10.0,learnable_alpha__67
,0.1412609368562698,0.056331779807806,,3390,1757662888.977216,,,,-1.770383596420288,-1.0960509777069092,-57.38759873922769,322.00219425,,0.05,3390,10.0,learnable_alpha__67
,0.1468012332916259,0.0607734397053718,,3400,1757662889.181066,,,,-1.707155704498291,-1.0246057510375977,-71.85247945386921,322.202961125,,0.05,3400,10.0,learnable_alpha__67
,0.1609540730714798,0.0496335551142692,,3420,1757662889.5838258,,,,-1.6292494535446167,-1.0525448322296145,-71.85247945386921,322.415328917,,0.05,3420,10.0,learnable_alpha__67
,0.1561512351036071,0.0873513668775558,,3430,1757662893.693182,,,,-1.8293730020523071,-1.0222197771072388,-69.55572482826832,326.71470375,,0.05,3430,10.0,learnable_alpha__67
,0.123584046959877,0.0502701736986637,,3460,1757662894.298243,,,,-1.9322624206542969,-0.8489811420440674,-94.99789564800491,327.320507083,,0.05,3460,10.0,learnable_alpha__67
-14.618484802995702,,,"{'size': 80, 'nrows': 3, 'path': 'media/table/speaker_action_distribution_table_3524_7d24a8f6c660584e42b8.table.json', 'ncols': 2, 'sha256': '7d24a8f6c660584e42b838ff33dbc6e791ec8743d48b67d120f65652fac037b6', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://gr5besw0uy9mm93y0tmpnk400beh16h08z5scmkhdrd6lgztunc7cwmd82vkx13lmkwqbmx6wcl4yh71vupv0jjy7rqrpjt0lvcguky6nh8b9mh3kgpxowe4m21ovmtn/speaker_action_distribution_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://n1534q2nybq1hvxjmni89jmmeja60s71ujm8hwy6bk3887n1qp29a5x4mf444suc4xdsj4yi4y9azrmyhzfkhckqle2vqdgnqp52ecvcrkms3eotmctapom0w5xdlwve:latest/speaker_action_distribution_table.table.json', '_type': 'table-file'}",3524,1757662903.22785,25.0,-1.087468972855409,-1.087468972855409,,,,336.274717792,"{'ncols': 2, 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_3524_5b058e0fe456953aded4.table.json', 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://wbkyvqr49bkpx8lq7nfql5ohfr6rls7wmni6z0aa1bg4r3x9g38yp7q50lke8dd0erz9ua3tekrnu0nwnefxbc693rk8lqfxyjue4ww5rrz8ijgncmfwzb97eqlmgubq/listener_action_distribution_table.table.json', 'sha256': '5b058e0fe456953aded48d4454fab12a4f93aff4a5c2d98dc7b4783e94afd268', '_latest_artifact_path': 'wandb-client-artifact://ytsdgjooz0pfp868b5exyf7oza7d3pn5guh0un4982y8rdueesx1dt7a3ppik6oztpyakajjrrdo4ql50jnfcem2rhs5nn16dgibrm7z51dt651pi9zr83ms1lzepqbo:latest/listener_action_distribution_table.table.json', 'size': 102}",0.05,3524,,learnable_alpha__67
,0.1367657780647277,0.0551209338009357,,3530,1757662903.453645,,,,-1.740060329437256,-1.1182165145874023,-77.55408089362602,336.479548458,,0.05,3530,10.0,learnable_alpha__67
,0.2189769744873047,0.0393657460808754,,3570,1757662904.2718148,,,,-2.2004196643829346,-0.9046102166175842,-86.17536689166695,337.103207458,,0.05,3570,10.0,learnable_alpha__67
-29.605743176903527,,,"{'artifact_path': 'wandb-client-artifact://7g1x6yht3rigo7tmtcx02bx8ji4ca05bkqhyl1oevhvqqy8gog4d76b23bp8jdqqpk6090hj0srkiwbvj92hd5m2yzqdav2x9uhb3zsbvsh0mtlwym6s1bhdv46jx7ns/speaker_action_distribution_table.table.json', 'ncols': 2, 'size': 80, 'nrows': 3, 'path': 'media/table/speaker_action_distribution_table_3574_2ba20d57713ee8a8e135.table.json', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://fp3szd7w1s7dl7e2efxr3f68ljrv3py9yr7jph3shafv7hvpoexdwmq1sboohyxtw3zigfglpoqkkp2sm61zv1rg49jnijmt3em5xf2f2wtza211srjixdow7z6mlwm8:latest/speaker_action_distribution_table.table.json', '_type': 'table-file', 'sha256': '2ba20d57713ee8a8e1350445a44ff11a22f52606232fd8ab30ddb7a60cae9621'}",3574,1757662908.213373,25.0,-0.9844933157426726,-0.9844933157426726,,,,341.258046958,"{'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://c33kn1l1bfstv2qy0uaek0azx20uq60utty0jcqzzy2vhyg5bk3fbaoxcvjwrnjvdyy62c572fa7o3byn3flpkw8826n63mj9hiywfj2lsbaqe5k4joq2p3sgn3pwbhx:latest/listener_action_distribution_table.table.json', 'nrows': 5, 'size': 102, '_type': 'table-file', 'ncols': 2, 'artifact_path': 'wandb-client-artifact://p69ni1cq1j26wx3bvdxlo6pk9htidwleuer6z6tv9szpj03w8246wwxd26io072uztavlnaple572sx91c4nlnofnfq48iewb2gnygalm1bgbaiwj7d2jb8gm7pxj7jc/listener_action_distribution_table.table.json', 'path': 'media/table/listener_action_distribution_table_3574_986e11c0c37f7b88ec9c.table.json', 'sha256': '986e11c0c37f7b88ec9cca4076e12151c0e404f4712ea62b4ff18ee3e9d8a9c4'}",0.05,3574,,learnable_alpha__67
,0.1615601032972335,0.0581026747822761,,3580,1757662908.437024,,,,-2.2580785751342773,-1.0193140506744385,-70.49656667458824,341.455769042,,0.05,3580,10.0,learnable_alpha__67
,0.1734450757503509,0.0690194889903068,,3590,1757662908.63475,,,,-2.300415277481079,-1.0961471796035769,-70.49656667458824,341.660265625,,0.05,3590,10.0,learnable_alpha__67
,0.1336826682090759,0.0550368018448352,,3610,1757662909.041544,,,,-1.9771039485931396,-1.0191631317138672,-84.435913894881,342.063601833,,0.05,3610,10.0,learnable_alpha__67
,0.1302379369735717,0.0565356202423572,,3620,1757662909.242589,,,,-1.846518278121948,-1.0152889490127563,-84.435913894881,342.074676417,,0.05,3620,10.0,learnable_alpha__67
,0.1112660318613052,0.0406382121145725,,3630,1757662913.27555,,,,-1.692887544631958,-1.0675127506256104,-97.24867281584253,346.30106575,,0.05,3630,10.0,learnable_alpha__67
,0.1303552240133285,0.0462011210620403,,3650,1757662913.68088,,,,-1.589383840560913,-0.910774290561676,-87.32682996134153,346.701191333,,0.05,3650,10.0,learnable_alpha__67
,0.1517902463674545,0.0503234528005123,,3660,1757662913.8802109,,,,-1.6781094074249268,-0.968957543373108,-87.32682996134153,346.89853925,,0.05,3660,10.0,learnable_alpha__67
,0.1584077179431915,0.0594754107296466,,3680,1757662918.13535,,,,-1.8254725933074951,-1.065007209777832,-96.3773571818012,351.154689667,,0.05,3680,10.0,learnable_alpha__67
,0.1821018010377884,0.058025524020195,,3690,1757662918.333743,,,,-1.9928994178771973,-1.132383108139038,-96.3773571818012,351.355711083,,0.05,3690,10.0,learnable_alpha__67
,0.1324876248836517,0.047833114862442,,3710,1757662918.7325382,,,,-2.0386276245117188,-1.0809547901153564,-70.19972067399846,351.74623425,,0.05,3710,10.0,learnable_alpha__67
,0.1918852031230926,0.0452263727784156,,3720,1757662918.92531,,,,-2.131558656692505,-1.0097483396530151,-70.19972067399846,351.757228583,,0.05,3720,10.0,learnable_alpha__67
-63.46716512720237,,,"{'size': 80, 'nrows': 3, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://f4ce7gw0r8bxifa4t392j9e5ppp9u35hhl5ck7c4bbwjl2lwbiitlj0flhlah41qfeqaseuysbsygaktzqmafgtag14jlhl1x66vp189mgl6lgn4ff9h8w5vpw85llni/speaker_action_distribution_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://uyet65f5fdg6kn8vx9c9z43t6qxxs34wa6hkzpn8j7sy7nrsr63eds0xsx7kgfczx5e3nu5uo6y4m82m4izm13hkl3kqt7akq1w7c1v05eicq6wz96zwz3bxarr7vhak:latest/speaker_action_distribution_table.table.json', '_type': 'table-file', 'path': 'media/table/speaker_action_distribution_table_3724_cb9659a88118a98b302c.table.json', 'sha256': 'cb9659a88118a98b302c6bc0c97f7e09f1b35d58708895b5e2f509e779604635', 'ncols': 2}",3724,1757662922.818273,25.0,-9.042723181294754,-9.042723181294754,,,,355.856097958,"{'_latest_artifact_path': 'wandb-client-artifact://78eysb8icss74zo1rwrad24s15qprdk0wlykmnv3jqwoodkay53z4iuag8uhf8jiid7c6tay217zxc8faxsa9yx1lk51szwq0aerz5vhuloxx8q2iuuurvr8uyruylk4:latest/listener_action_distribution_table.table.json', 'size': 102, 'artifact_path': 'wandb-client-artifact://s0rcdxgyq7tb8tzty6u7qj4c2cm4yvsmucqjleenlsdmzm52ptoe0dw6fph3my98sa15edlldfzyd86dwz5jpz7jr2deg12qi0dw34sk2bbc2k6txty705s4nkjdrv9c/listener_action_distribution_table.table.json', 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_3724_885d5e9e6b6ab1cbb32c.table.json', 'sha256': '885d5e9e6b6ab1cbb32c9ca526518c7c4d1b944f3405bfa71ce62793c4daf07b', '_type': 'table-file', 'ncols': 2, 'log_mode': 'IMMUTABLE'}",0.05,3724,,learnable_alpha__67
,0.1209058761596679,0.0569940321147441,,3750,1757662923.4267578,,,,-1.675188064575195,-0.9523112773895264,-69.53072420317825,356.444846667,,0.05,3750,10.0,learnable_alpha__67
,0.0840386524796485,0.0512066259980201,,3760,1757662923.6239538,,,,-1.6879252195358276,-1.0160095691680908,-69.53072420317825,356.638819667,,0.05,3760,10.0,learnable_alpha__67
,0.1580551415681839,0.065622329711914,,3770,1757662923.8179278,,,,-1.4250160455703735,-0.9031444191932678,-69.53072420317825,356.64922625,,0.05,3770,10.0,learnable_alpha__67
,0.1610481292009353,0.0368072129786014,,3800,1757662928.308797,,,,-1.7314538955688477,-1.0727145671844482,-64.39144771965465,361.328809583,,0.05,3800,10.0,learnable_alpha__67
,0.1206224411725997,0.0359633825719356,,3840,1757662932.9758878,,,,-2.1369495391845703,-1.0347347259521484,-63.91950710809319,365.993588292,,0.05,3840,10.0,learnable_alpha__67
,0.1973364651203155,0.0500385724008083,,3860,1757662933.367014,,,,-2.1684303283691406,-1.0043880939483645,-52.67209642831746,366.385578625,,0.05,3860,10.0,learnable_alpha__67
,0.196932166814804,0.0436736196279525,,3880,1757662937.677941,,,,-2.1703433990478516,-1.037814021110535,-39.14664697663347,370.695926708,,0.05,3880,10.0,learnable_alpha__67
,0.1290627121925354,0.055592343211174,,3900,1757662938.07368,,,,-1.8369622230529783,-0.9561525583267212,-37.47615388261986,371.088426667,,0.05,3900,10.0,learnable_alpha__67
,0.1253483891487121,0.0344769582152366,,3920,1757662938.4618702,,,,-1.597817301750183,-0.979546070098877,-37.47615388261986,371.29267825,,0.05,3920,10.0,learnable_alpha__67
-75.5538082619165,,,"{'path': 'media/table/speaker_action_distribution_table_3924_88e2b4b84618341644d9.table.json', 'sha256': '88e2b4b84618341644d90d3a56c7804bda70712183c17d09230b5b9f82d03ab9', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://qhk5tc9lpkoeh0fkps47szuwi46lb4xvfcyje97uwmno8955ix1zrqw7r2lge9qquhwyyqz5767l2v9sdi0h9ebx3v8sxp7m68ikqvt38lzcnhkk8muzrbuadlqxuv28/speaker_action_distribution_table.table.json', 'ncols': 2, '_latest_artifact_path': 'wandb-client-artifact://tvv76jxklmxk02k7z7iv3neerunqw9eeilkgomdcgoxd646v2ntyn90xcu6hnw9mavpvd007yikxjv9ia4wcqeq1oz8z5ih5pdcsftt608q3xg6kt9ibwzb18wjy7cci:latest/speaker_action_distribution_table.table.json', '_type': 'table-file', 'size': 80, 'nrows': 3}",3924,1757662942.324917,25.0,-7.625982148910693,-7.625982148910693,,,,375.366550042,"{'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://eydh49ngfvmjzc1e1rjpbj76b9p7v8sefx65ay4wy8mjvrfbwvr5dr3ykxdakrlly3dbf2uayfrfj0h941o2g58ta95711iqqxly90q6o8h5ci4ow6npbclk98jfwzb8:latest/listener_action_distribution_table.table.json', 'size': 101, '_type': 'table-file', 'nrows': 5, 'sha256': '58d9aa6977ad8789e3c6a2d27dd4aa9aee1370e37b7b924821716607d863178e', 'ncols': 2, 'artifact_path': 'wandb-client-artifact://2gy9j1jsb6s867qmtsx5owow26bc2ubezph4ckseroxi0dvgqabedr45pj0yyghgjljwlu7gywcxsecqh2dfqn3v8g80xjjf7123v241f6x9wbl8ylej2b2bdl23h7pt/listener_action_distribution_table.table.json', 'path': 'media/table/listener_action_distribution_table_3924_58d9aa6977ad8789e3c6.table.json'}",0.05,3924,,learnable_alpha__67
,0.1328554153442382,0.0509737804532051,,3960,1757662943.141301,,,,-1.7709146738052368,-1.0059632062911987,-33.75071114393986,376.160500083,,0.05,3960,10.0,learnable_alpha__67
,0.1315079033374786,0.0406940318644046,,3970,1757662943.3397918,,,,-1.8618472814559937,-1.0218793153762815,-33.75071114393986,376.170966125,,0.05,3970,10.0,learnable_alpha__67
,0.1545651108026504,0.0360928624868392,,3990,1757662947.543447,,,,-1.9314360618591309,-0.9509219527244568,-32.98171730578007,380.568091875,,0.05,3990,10.0,learnable_alpha__67
,0.1397170275449752,0.0425906628370285,,4000,1757662947.7474718,,,,-1.9945075511932373,-0.9270137548446656,-33.623217758483456,380.76573725,,0.05,4000,10.0,learnable_alpha__67
,0.150008276104927,0.0440296083688735,,4010,1757662947.945041,,,,-1.920352816581726,-0.9576873183250428,-33.623217758483456,380.964711042,,0.05,4010,10.0,learnable_alpha__67
,0.170791208744049,0.0434698238968849,,4020,1757662948.144037,,,,-2.126025676727295,-1.0013313293457031,-33.623217758483456,380.974850583,,0.05,4020,10.0,learnable_alpha__67
,0.1284433454275131,0.0475627407431602,,4030,1757662952.23228,,,,-1.854924559593201,-0.9634101986885072,-32.21518416939726,385.252007833,,0.05,4030,10.0,learnable_alpha__67
,0.1166309565305709,0.0458121411502361,,4040,1757662952.431377,,,,-1.7204824686050415,-1.03595232963562,-32.21518416939726,385.446849542,,0.05,4040,10.0,learnable_alpha__67
,0.1233831942081451,0.0461673475801944,,4050,1757662952.6262069,,,,-1.6152589321136477,-0.9554879665374756,-38.46111139563919,385.641313042,,0.05,4050,10.0,learnable_alpha__67
,0.1173248440027237,0.0368953831493854,,4070,1757662953.017751,,,,-1.6168248653411863,-1.0687980651855469,-38.46111139563919,385.848768083,,0.05,4070,10.0,learnable_alpha__67
,0.1211952567100524,0.0380316972732543,,4080,1757662957.0888388,,,,-1.6284719705581665,-1.0616298913955688,-74.92297885054634,390.10749225,,0.05,4080,10.0,learnable_alpha__67
,0.1651451587677002,0.037842646241188,,4100,1757662957.487425,,,,-1.874677062034607,-0.9607673287391664,-73.26538562290582,390.526892,,0.05,4100,10.0,learnable_alpha__67
,0.1210075467824935,0.042631484568119,,4110,1757662957.706304,,,,-2.002938985824585,-0.9477705955505372,-73.26538562290582,390.7254685,,0.05,4110,10.0,learnable_alpha__67
-37.90297497494069,,,"{'_latest_artifact_path': 'wandb-client-artifact://e3kodi7db0wzdsdf2o41w6lhs36g6k6zpm4hq9z4uq0llj9m89iqw90vd3fec9qcl2si7nhv36ikum0590iprvtk9qu9kxbfsjktgbtprwjlqp4oz3s6r9b0oz9nctyq:latest/speaker_action_distribution_table.table.json', 'ncols': 2, 'nrows': 3, 'path': 'media/table/speaker_action_distribution_table_4124_01c946ae5dede4524890.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://2yt9zb1hotrff3vy96a7k51ft1spojkl193ggr1hqoykbyxutc7ougyo2znmyi2wc5ru41sgmdo94mg8wf7gpeq45mbf7hoyaxtcryunjxu014ixqrbhkdyqzov04vbi/speaker_action_distribution_table.table.json', '_type': 'table-file', 'size': 81, 'sha256': '01c946ae5dede45248900488ea9a6cd04f414b877126b9268afe513e36a9291c'}",4124,1757662961.752583,25.0,-3.4148002995730855,-3.4148002995730855,,,,394.789512875,"{'sha256': 'd9f40caac00491c858e4f6d8d0ba7659e96233a78e6b3f1b67e5b1c5bb8a8013', 'log_mode': 'IMMUTABLE', 'size': 100, 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_4124_d9f40caac00491c858e4.table.json', '_latest_artifact_path': 'wandb-client-artifact://myjkg24qnr9bgftomyxenqr6vafi4uzzbcc3fn3y33krv36d6a076lynbuunsbdp2mv89i4klzbq6gu83iexsdi1i7pssfadikafce5qafhxxe05kwohj6roz6dnpvfj:latest/listener_action_distribution_table.table.json', '_type': 'table-file', 'ncols': 2, 'artifact_path': 'wandb-client-artifact://x9fvp1h7qf9cvlia6d1eir1bclsvr2ws4deyk6x9xpchj8a2ajkekobcxm351lsq3xxm44d2omlf50sa11ayxvu4g21e20lwlnioob35blvfg7wfor95q7f5vdjdnlkq/listener_action_distribution_table.table.json'}",0.05,4124,,learnable_alpha__67
,0.1109111458063125,0.0373494066298007,,4130,1757662961.968938,,,,-2.003790855407715,-1.0822654962539673,-76.30586333381629,394.981449458,,0.05,4130,10.0,learnable_alpha__67
