episode_length,steps_per_second,epsilon,speaker_reward,_step,episode_reward,average_reward_last_10,speaker_q_values,listener_reward,global_step,_timestamp,_runtime,listener_loss,speaker_action_distribution_table,listener_action_distribution_table,listener_q_values,speaker_loss,run_name
,2.0,0.05,,5740,,-54.61178935032039,-1.6754013299942017,,5740,1755616789.8770816,2286.1630881,0.022656308487057686,,,-1.0389902591705322,0.053769491612911224,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5750,,-39.15811759618029,-1.5621076822280884,,5750,1755616794.7037737,2290.6813141,0.03330171853303909,,,-1.0625979900360107,0.04710615426301956,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5760,,-39.15811759618029,-1.6465754508972168,,5760,1755616799.222546,2295.0488102,0.025385815650224686,,,-1.0804111957550049,0.03724982589483261,ma_dqn_hypergraph_gat__1__1755614506
25.0,,0.05,-1.373951710478995,5774,-19.195296808806535,,,-1.373951710478995,5774,1755616807.53962,2303.3220343,,"{'nrows': 3, 'sha256': '11f061a1ef2f462e13871aea61317d4fa2c3609756cf97013c1eff75837c01d8', '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://9ckh6f0d85fett8nuun2p68iy4aeqyoo3vkjhtkxujv13ofgx5hlc4bv6zvovw4ivp1sb00zd2n6encu3xh4iun1dr48zw591w8fh1zp5ygartwxrl19zar64vhmn058:latest/speaker_action_distribution_table.table.json', 'size': 83, 'artifact_path': 'wandb-client-artifact://fkh35ixoo8w2888wi1kwohembmr5wkwoa8tp8atji110fb6868jaqjraj37vab47wtnjfkp102w7gh2zi2r4pxlq8d3z8kz0bf1rpl0mju1r4pmltyvf0b6q31pa6opa/speaker_action_distribution_table.table.json', 'path': 'media/table/speaker_action_distribution_table_5774_11f061a1ef2f462e1387.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 2}","{'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://1fbwp218b0srjejk8lsag10c38y4rud8674trepakr1weuuhsd0904yz1yhaaswvm9pudpx9o92mlfg39pgklkyupps7quuek36lvjcsccghjv4gm79nnu9toqqmojg5:latest/listener_action_distribution_table.table.json', '_type': 'table-file', 'ncols': 2, 'artifact_path': 'wandb-client-artifact://txyhxxu7e4by9xr6nqrewy0oa0m9lv6n7cvzn6km5l0v6lyscxl2sdkwtowms7wib70bdf3nrq6z6b0x279zc6rzah6lvd4pg37psqqpmtfapbm6j4sjz79n80twxaja/listener_action_distribution_table.table.json', 'size': 106, 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_5774_ea0db3e92efc456c89ca.table.json', 'sha256': 'ea0db3e92efc456c89cab891811aeff90319a39db81acc67028bdead49add023'}",,,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5800,,-41.83824172646414,-1.66342031955719,,5800,1755616821.0012486,2316.8012633,0.021788068115711212,,,-1.1181753873825073,0.03488294780254364,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5840,,-54.28367769867474,-1.6551415920257568,,5840,1755616839.1850693,2335.5376837,0.03927518427371979,,,-1.0547152757644653,0.04465838149189949,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5850,,-58.52440784883919,-1.710047960281372,,5850,1755616844.0789204,2339.8734651,0.028810463845729828,,,-1.0882468223571777,0.04549749195575714,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5860,,-58.52440784883919,-1.6829339265823364,,5860,1755616848.414435,2344.2517905,0.03838859498500824,,,-1.0429785251617432,0.03842011094093323,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5870,,-58.52440784883919,-1.7078940868377686,,5870,1755616852.7928832,2348.9863919,0.016905248165130615,,,-1.0991073846817017,0.03286496549844742,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5910,,-59.91173538707976,-1.6826835870742798,,5910,1755616871.3614545,2367.3442084,0.02795267477631569,,,-1.1300365924835205,0.06557661294937134,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5930,,-54.5189195644643,-1.5301626920700073,,5930,1755616880.705707,2376.6842721,0.03253503143787384,,,-1.0247071981430054,0.032033082097768784,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5970,,-57.59001830696845,-1.6547815799713135,,5970,1755616899.58754,2395.897982,0.030733468011021614,,,-0.9764209985733032,0.05126709118485451,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,5990,,-59.243986569261835,-1.7441879510879517,,5990,1755616908.993522,2405.4180816,0.025105390697717667,,,-1.040563702583313,0.04728105664253235,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6000,,-55.79410515306953,-1.7002029418945312,,6000,1755616913.959043,2410.1986273,0.03149828687310219,,,-1.0738142728805542,0.05155026540160179,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6010,,-55.79410515306953,-1.7018961906433105,,6010,1755616918.7391808,2414.6582955,0.026404399424791336,,,-1.1267338991165161,0.045904505997896194,ma_dqn_hypergraph_gat__1__1755614506
25.0,,0.05,-2.9456854231092824,6024,-18.938713895086227,,,-2.9456854231092824,6024,1755616927.438011,2423.2242073,,"{'_type': 'table-file', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://2jo3l0hjf1ez5vpyafgqmov8d3cvqrm9i8lzfnjr7kgpin4vaae1hja6tx9p4st67gkihc523xgdevwvp5nk3bh5t88tke17w7r1squ0iuffbjv52i3gskmsu9mdlqoj:latest/speaker_action_distribution_table.table.json', 'sha256': '0764d56b3e4ce0963cb12e62e681588cd94e948e04828d512bcf23f7f3cef418', 'size': 83, 'ncols': 2, 'nrows': 3, 'artifact_path': 'wandb-client-artifact://vvjvxems4vimdo4hiiv6bjh2l0fsb4e0ig6xz706srzhgei0cdsetfqwso85cwlslw0qintxpjhuzzsyt8etrg5sf6l35gfhndwvo6y8of8i600db7hvnx9bnpm1bfps/speaker_action_distribution_table.table.json', 'path': 'media/table/speaker_action_distribution_table_6024_0764d56b3e4ce0963cb1.table.json'}","{'path': 'media/table/listener_action_distribution_table_6024_885c1e1ffb485fdff783.table.json', 'ncols': 2, '_latest_artifact_path': 'wandb-client-artifact://62m37ojdocuz1hq36o8h357w6rxt4nrjs8px2nh3t93vudnt2o1z3lvm2mndje45nculpz2w5vy3pn1foxvf6gn1yxcyottzktzgnc2aid9knf8t6upmh5on2yor9dfb:latest/listener_action_distribution_table.table.json', 'size': 108, 'sha256': '885c1e1ffb485fdff783f11d868b6cd724e2b95de7063f72e61e15cd5a4e7e50', '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://oo4dr0semvrwseul26kq59yycvc8fplif8eu2huor55v1rzmox80algke4452avv5g910orokzuy724j0xvbguhw8dunxvbncm9vzdcq7o0qwp077warkkgz24h50tzi/listener_action_distribution_table.table.json', 'nrows': 5}",,,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6060,,-54.39746860916468,-1.6620723009109497,,6060,1755616945.4088998,2441.2282133,0.022335734218358994,,,-1.031097650527954,0.043164726346731186,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6080,,-40.98945347754175,-1.635964035987854,,6080,1755616954.6411426,2450.9047386,0.030534297227859497,,,-1.0502954721450806,0.03694984316825867,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6120,,-45.61837654514667,-1.7232632637023926,,6120,1755616973.2969682,2469.8240481,0.024530721828341484,,,-1.137192964553833,0.05276792496442795,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6130,,-45.26610581096845,-1.6341415643692017,,6130,1755616978.3642976,2474.3680562,0.029470738023519516,,,-1.081192135810852,0.04492943733930588,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6180,,-54.649276751998585,-1.7561111450195312,,6180,1755617001.1880152,2497.00095,0.02926626428961754,,,-1.1420179605484009,0.06103808432817459,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6210,,-55.95209027256508,-1.7559376955032349,,6210,1755617015.1589856,2510.9787317,0.019758936017751694,,,-1.1663587093353271,0.05473046004772186,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6230,,-52.18013406840696,-1.770259141921997,,6230,1755617024.0421915,2519.9619608,0.024011634290218353,,,-1.1874021291732788,0.04997243732213974,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6260,,-46.599444556600695,-1.741976261138916,,6260,1755617037.5297892,2533.5494512,0.022911446169018745,,,-1.214693307876587,0.04969685524702072,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6270,,-46.599444556600695,-1.6985697746276855,,6270,1755617042.089732,2534.855517,0.023004325106739998,,,-1.0961971282958984,0.03374193608760834,ma_dqn_hypergraph_gat__1__1755614506
25.0,,0.05,-4.171265978578394,6274,-73.13277084309722,,,-4.171265978578394,6274,1755617046.1867194,2541.01039,,"{'ncols': 2, 'size': 84, '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'nrows': 3, 'sha256': 'ecf2135dcddc42cd1381eef7bf56a09a6dfabeb19f24034218d497db38a535f4', 'artifact_path': 'wandb-client-artifact://3wkbgrf6unj60ea4g0qv2j25pbc5wylrud732ib5hufqzjslqtm40r7piirohtgchq9eqln4e87gm6gqgtibr2s3nz1iu3woxnl8gewiqf9ek0srd3zij4fqaeu8sffz/speaker_action_distribution_table.table.json', 'path': 'media/table/speaker_action_distribution_table_6274_ecf2135dcddc42cd1381.table.json', '_latest_artifact_path': 'wandb-client-artifact://e9l54mmicf0exdf4dfpwh54ic0du7vnhrai5qr52r5avnpamubihntde7x1zp0uhu6c8ermqdnfxy79pshhtyx3jor0dmazrchp3eknykibjanmuikxxlf4cv99gvz4h:latest/speaker_action_distribution_table.table.json'}","{'_latest_artifact_path': 'wandb-client-artifact://kvp7wryj3v2vuo96t9joq6yezwelkj3k602zf13hi7ynz7u77xhkjy75jg8kccg5kpsbfcg7z53gix1cxxgztwtij8d0fknnuzmyh3m1wdzji0ofcu0neunerg2zisv2:latest/listener_action_distribution_table.table.json', 'nrows': 5, 'sha256': '302cc193f7fa45f40f9977526b92e2badd8e3e04cce8d9f5270790825d75c766', '_type': 'table-file', 'ncols': 2, 'log_mode': 'IMMUTABLE', 'size': 107, 'path': 'media/table/listener_action_distribution_table_6274_302cc193f7fa45f40f99.table.json', 'artifact_path': 'wandb-client-artifact://gb0go8tjctaw84ule02a65dgki1t0uue28dawx14k5n3uy5l1fhj3sklpjoin8ufb5wqfg4uxdhjfpqi3eldvgl0md8y9d7uk509kva2xilnsx1cc0stg54az8z36uaa/listener_action_distribution_table.table.json'}",,,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6280,,-52.018850251401794,-1.7718347311019897,,6280,1755617049.5506837,2546.6221989,0.025779521092772484,,,-1.0440980195999146,0.04811665415763855,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6310,,-60.58535729494317,-1.620746374130249,,6310,1755617064.3851671,2560.560734,0.025139471516013145,,,-0.9726008176803589,0.03643134981393814,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6340,,-62.25343397690574,-1.6481119394302368,,6340,1755617078.4344459,2574.7499326,0.02099606953561306,,,-1.042441725730896,0.037294354289770126,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6350,,-54.67495726101996,-1.7189651727676392,,6350,1755617083.2909753,2579.0432587,0.028447560966014862,,,-1.1712327003479004,0.061703864485025406,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6360,,-54.67495726101996,-1.7577059268951416,,6360,1755617087.5844886,2583.5323036,0.02507988177239895,,,-1.13226318359375,0.05199775844812393,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6370,,-54.67495726101996,-1.7078626155853271,,6370,1755617092.0727715,2588.4408116,0.023377835750579834,,,-1.11674964427948,0.03938073664903641,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6400,,-40.434682274806946,-1.7394094467163086,,6400,1755617105.594079,2601.9808105,0.02422109991312027,,,-1.0666786432266235,0.034516796469688416,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6410,,-40.434682274806946,-1.7907745838165283,,6410,1755617110.521681,2606.4171269,0.02781127579510212,,,-1.0943323373794556,0.04073673486709595,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6460,,-40.04506438797786,-1.614823579788208,,6460,1755617133.3027914,2629.5717892,0.02140439860522747,,,-1.0522533655166626,0.03384241461753845,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6470,,-40.04506438797786,-1.6278719902038574,,6470,1755617138.1122901,2634.2305232,0.021905243396759033,,,-1.1015986204147339,0.04376276955008507,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6480,,-39.37102294039679,-1.7593401670455933,,6480,1755617142.7707772,2638.7440594,0.03149782121181488,,,-1.1764906644821167,0.03787814825773239,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6490,,-39.37102294039679,-1.7372483015060425,,6490,1755617147.2844625,2643.7064541,0.028532443568110466,,,-1.1469104290008545,0.03718682378530502,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6520,,-44.501930114480174,-1.617261528968811,,6520,1755617161.2474039,2653.9818689,0.0225815586745739,,,-1.0363192558288574,0.04075249284505844,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6540,,-41.06251771588892,-1.7599674463272095,,6540,1755617175.1830082,2671.6433691,0.031236231327056885,,,-1.193150520324707,0.06007407605648041,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6560,,-33.64260578874077,-1.701252818107605,,6560,1755617184.7985315,2680.9224002,0.027232469990849495,,,-1.0522536039352417,0.047371622174978256,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6570,,-33.64260578874077,-1.7956000566482544,,6570,1755617189.4632201,2685.9838533,0.028414960950613022,,,-1.1489059925079346,0.03816951438784599,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6590,,-34.805557741353795,-1.6584436893463135,,6590,1755617198.904982,2695.3175534,0.029792675748467445,,,-1.0485235452651978,0.05152653157711029,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6620,,-35.47599764428325,-1.7317627668380737,,6620,1755617212.8930173,2708.7541739,0.03034112975001335,,,-1.0682950019836426,0.053914040327072144,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6640,,-35.2899814508774,-1.7371923923492432,,6640,1755617222.013401,2718.4370606,0.02407250553369522,,,-0.9738950133323669,0.03739101067185402,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6650,,-34.15072025192485,-1.8164000511169434,,6650,1755617226.977359,2723.1520503,0.034709759056568146,,,-1.0432119369506836,0.06321834772825241,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6680,,-35.2502325459103,-1.6128923892974854,,6680,1755617241.0204892,2736.9339319,0.024295886978507042,,,-1.1148842573165894,0.03870883584022522,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6690,,-35.2502325459103,-1.7601447105407715,,6690,1755617245.4740913,2741.7698039,0.03141508996486664,,,-1.1067777872085571,0.05487975478172302,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6700,,-35.64561747376069,-1.7236435413360596,,6700,1755617250.3099208,2746.5108667,0.030339714139699936,,,-1.032037377357483,0.048658646643161774,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6720,,-35.64561747376069,-1.6489853858947754,,6720,1755617259.7193024,2756.0113005,0.021520059555768967,,,-1.1031506061553955,0.03572171926498413,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6780,,-29.908444985316446,-1.744920253753662,,6780,1755617293.4904141,2789.7013274,0.029417572543025017,,,-1.0086164474487305,0.0333358533680439,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6790,,-29.908444985316446,-1.7058433294296265,,6790,1755617298.2425947,2794.2950803,0.027658041566610336,,,-1.0868566036224365,0.04915450140833855,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6800,,-27.50400922213771,-1.7766120433807373,,6800,1755617302.835235,2798.1013889,0.033117204904556274,,,-1.2315702438354492,0.044853854924440384,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6820,,-27.50400922213771,-1.7008217573165894,,6820,1755617311.143425,2807.3820026,0.021656090393662453,,,-1.104517936706543,0.03987197205424309,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6860,,-31.07301431539288,-1.6824417114257812,,6860,1755617330.548911,2826.6111511,0.023162636905908585,,,-1.0311037302017212,0.05623054876923561,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6870,,-31.07301431539288,-1.7828466892242432,,6870,1755617335.1520443,2831.5792022,0.022623907774686813,,,-1.1791045665740967,0.049601078033447266,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6890,,-39.299947592012025,-1.6809227466583252,,6890,1755617344.9051178,2841.3834768,0.03373095393180847,,,-1.1078336238861084,0.06205711513757706,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6900,,-37.53161102497249,-1.6369271278381348,,6900,1755617349.923811,2846.3005202,0.03431308642029762,,,-1.1068861484527588,0.037147291004657745,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6910,,-37.53161102497249,-1.8831449747085571,,6910,1755617354.8409562,2850.9389302,0.029596786946058273,,,-1.347058892250061,0.033916767686605453,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6920,,-37.53161102497249,-1.792327880859375,,6920,1755617359.479964,2856.1599087,0.02221665531396866,,,-1.1216963529586792,0.041058801114559174,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6960,,-41.40849956628291,-1.7898550033569336,,6960,1755617378.9831161,2875.246001,0.023520411923527718,,,-1.1780321598052979,0.03692501410841942,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6970,,-41.40849956628291,-1.682198166847229,,6970,1755617383.7863212,2880.2318657,0.024990428239107132,,,-1.0928006172180176,0.03092404641211033,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,6990,,-42.45917706362053,-1.676990270614624,,6990,1755617393.5298111,2889.803997,0.027820207178592682,,,-1.1261625289916992,0.03587355092167854,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7000,,-47.871498916642864,-1.6787707805633545,,7000,1755617398.3442187,2894.381533,0.025473665446043015,,,-1.0569170713424683,0.040327757596969604,ma_dqn_hypergraph_gat__1__1755614506
25.0,,0.05,-2.0212729997438155,7024,-31.98795582454256,,,-2.0212729997438155,7024,1755617411.518804,2907.0273615,,"{'artifact_path': 'wandb-client-artifact://ghweq8fl5lh9tfalqove2fcd2ilkvb46r9enrlgxbpnl0y1434fp37okb6lmkt4s0lewcsgyo1ce8vg3dd7x2vw2c4girff10fx2mr5ozevwvbi1rmhbfp3e1xqv8lxg/speaker_action_distribution_table.table.json', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://8qbdbo0yu0i7h6mst8eb5stbp5gdlurog5dtqvhrmboiohhtq2k0qnloo3cvgunmrngd755d2e037w3dqrpg797j5p2u4ot02os34d72jz5dcd33jqlafarjzf8dcqto:latest/speaker_action_distribution_table.table.json', 'nrows': 3, 'sha256': '756597f6fac922620fa6eb5eef017052866f5c566b8b57395d80f2ac68783ef4', 'size': 84, 'path': 'media/table/speaker_action_distribution_table_7024_756597f6fac922620fa6.table.json', '_type': 'table-file', 'ncols': 2}","{'sha256': '7f6203196155efb1763d9a12d5dbe68dfaa8743904379cc736c69231d8dac9e9', 'nrows': 5, '_type': 'table-file', 'ncols': 2, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://n60kuqp3z747x9bz4e617ph3kwqco4rat89mh2q4wa9ln871pwnickpld1gyxxbnrdm1lry8doun8geweo37zinzj0fn23xoj5dhhvshzmti6pbbywjabw2slpndvkek/listener_action_distribution_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://w8pilbu5jt7em897f40bfnex70z2j1h4ph8tz2ekewm40wqku6wrbhzranea8s80t6ita2ocs4csckpxkywpbon2bq00vcwy80fz7mdqv6q1xclfrte69qpkg8oil411:latest/listener_action_distribution_table.table.json', 'size': 107, 'path': 'media/table/listener_action_distribution_table_7024_7f6203196155efb1763d.table.json'}",,,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7050,,-49.38160931732115,-1.6344152688980103,,7050,1755617426.2152555,2922.0522846,0.025773197412490845,,,-1.0931717157363892,0.04865460470318794,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7060,,-49.38160931732115,-1.689818263053894,,7060,1755617430.5928373,2926.2840263,0.01883658580482006,,,-1.163837194442749,0.03918375074863434,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7070,,-49.38160931732115,-1.8105947971343994,,7070,1755617434.8244681,2931.051406,0.026507139205932617,,,-1.2945586442947388,0.04650300741195679,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7090,,-58.23250332058775,-1.8226277828216553,,7090,1755617444.4349194,2940.9592165,0.02582928165793419,,,-1.0990569591522217,0.06431710720062256,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7100,,-53.56309651291315,-1.896445393562317,,7100,1755617449.5002563,2945.5138404,0.022869180887937546,,,-1.2882319688796997,0.03690819442272186,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7120,,-53.56309651291315,-1.7624754905700684,,7120,1755617458.6987703,2954.9179532,0.019473768770694733,,,-1.2365623712539673,0.033028338104486465,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7150,,-68.76603233184724,-1.8564965724945068,,7150,1755617473.0909288,2969.3702074,0.020832879468798637,,,-1.188868761062622,0.03622226044535637,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7160,,-68.76603233184724,-1.7180308103561401,,7160,1755617477.9110672,2974.2294436,0.02666679583489895,,,-1.1002988815307617,0.04584221541881561,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7180,,-69.18099235687541,-1.8008431196212769,,7180,1755617487.8172765,2984.0216588,0.025602472946047783,,,-1.1825898885726929,0.050956375896930695,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7190,,-69.18099235687541,-1.6325466632843018,,7190,1755617492.5630581,2988.7988124,0.019853616133332253,,,-1.0907970666885376,0.036651674658060074,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7210,,-63.329761539601876,-1.7292214632034302,,7210,1755617501.8301563,2998.0920694,0.024365916848182678,,,-1.1655335426330566,0.03816040977835655,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7220,,-63.329761539601876,-1.8559232950210571,,7220,1755617506.6331685,3003.1622994,0.019259857013821602,,,-1.113079309463501,0.03463146090507507,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7240,,-65.14524485259452,-1.7835124731063843,,7240,1755617516.474902,3012.9931135,0.02297814004123211,,,-1.142975091934204,0.04634730890393257,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7260,,-64.84175714734708,-1.743534803390503,,7260,1755617526.135192,3022.0834345,0.02784922905266285,,,-1.154148817062378,0.043607160449028015,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7280,,-63.87643382937897,-1.9156137704849243,,7280,1755617539.8528502,3036.0114655,0.027393685653805733,,,-1.3225245475769043,0.05089575797319412,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7300,,-66.11288973801743,-1.8022347688674927,,7300,1755617549.4434154,3045.6111653,0.024530453607439995,,,-1.1901086568832397,0.045477814972400665,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7340,,-60.10785626319016,-1.7941982746124268,,7340,1755617568.4735374,3065.0114683,0.028524035587906837,,,-1.1707288026809692,0.051925286650657654,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7360,,-58.9873236586105,-1.7812697887420654,,7360,1755617578.435157,3074.6417995,0.023134745657444,,,-1.191392421722412,0.04900682717561722,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7380,,-41.654612276434904,-1.7420936822891235,,7380,1755617588.2152522,3083.8915699,0.02847975492477417,,,-1.1287240982055664,0.04415759816765785,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7410,,-39.83538311313428,-1.7835273742675781,,7410,1755617602.1242435,3098.5288682,0.0340539924800396,,,-1.2764184474945068,0.041590139269828796,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7450,,-43.50939429118705,-1.6925511360168457,,7450,1755617621.4979937,3117.6341416,0.03307211399078369,,,-1.0474895238876343,0.03423052281141281,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7460,,-43.50939429118705,-1.6902761459350586,,7460,1755617626.1752238,3122.1705127,0.026943108066916466,,,-1.0745809078216553,0.04629063978791237,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7470,,-43.50939429118705,-1.7867060899734497,,7470,1755617630.7111876,3127.0310027,0.027355071157217026,,,-1.1913081407546997,0.03511355072259903,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7500,,-36.94904728091513,-1.7513728141784668,,7500,1755617644.9120412,3141.1597339,0.02407086081802845,,,-1.1805384159088135,0.04730774834752083,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7510,,-36.94904728091513,-1.901705265045166,,7510,1755617649.7002728,3145.9183217,0.03450584039092064,,,-1.3138893842697144,0.045670751482248306,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7520,,-36.94904728091513,-1.6792491674423218,,7520,1755617654.4585705,3147.0431972,0.01682533323764801,,,-1.1872775554656982,0.03100973553955555,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7530,,-37.40020774967517,-1.8587565422058105,,7530,1755617662.5211549,3158.9410354,0.02305043488740921,,,-1.3575539588928223,0.032086845487356186,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7550,,-37.77860579602905,-1.8370437622070312,,7550,1755617673.508971,3169.5490036,0.01963040977716446,,,-1.3295892477035522,0.028002534061670303,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7570,,-37.77860579602905,-1.6557137966156006,,7570,1755617682.6645186,3179.2429016,0.018505435436964035,,,-1.0855284929275513,0.043683454394340515,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7590,,-38.532017673059194,-1.7871111631393433,,7590,1755617692.5144472,3189.171651,0.022851476445794106,,,-1.1695221662521362,0.0499374195933342,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7600,,-39.62864983657845,-1.6999874114990234,,7600,1755617697.7129595,3193.7762623,0.015434911474585533,,,-1.1076158285140991,0.04699662700295448,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7640,,-41.223493259790516,-1.9050812721252441,,7640,1755617717.0883386,3213.4939559,0.018772192299365997,,,-1.2700165510177612,0.05274001508951187,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7660,,-40.19109302520889,-1.8147324323654175,,7660,1755617726.9108744,3223.3760599,0.02266126684844494,,,-1.194627285003662,0.04444850608706474,ma_dqn_hypergraph_gat__1__1755614506
,2.0,0.05,,7670,,-40.19109302520889,-1.7040531635284424,,7670,1755617731.9171538,3228.4191079,0.02348262630403042,,,-1.1344350576400757,0.027041926980018616,ma_dqn_hypergraph_gat__1__1755614506
