episode_length,steps_per_second,epsilon,speaker_reward,_step,episode_reward,average_reward_last_10,speaker_q_values,listener_reward,global_step,_timestamp,_runtime,listener_loss,speaker_action_distribution_table,listener_action_distribution_table,listener_q_values,speaker_loss,run_name
25.0,,0.5022,-12.154465241912401,524,-159.01598159261115,,,-12.154465241912401,524,1755674999.6568599,240.8153555,,"{'size': 84, '_type': 'table-file', 'nrows': 3, 'sha256': 'b202976c733e2c1c7473d9ae648cbb15e625c76cd835b38dca881adeab715365', 'path': 'media/table/speaker_action_distribution_table_524_b202976c733e2c1c7473.table.json', 'artifact_path': 'wandb-client-artifact://h2nk3dc0ca0lrnsp5cxx1mmictv3c7sy72osq66j3e9qwph9rhr8t2gigl07qwie5yb15gapwa2q2e4q7mfnr9oh0vrx2pxpfztro33iata3mff5vnrtz2j5stjb04kc/speaker_action_distribution_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://r7xpfcqatau33fwai6t7rnh2yev0nzotuhldgwfret109x1lwt4hkeky99k82wsnn3yqoo40bj2cyks8xs4d8v6w32ebwkhoks63najy4betwh4j7qq7ao1nltf9wxre:latest/speaker_action_distribution_table.table.json', 'ncols': 2, 'log_mode': 'IMMUTABLE'}","{'artifact_path': 'wandb-client-artifact://o85ys7fdazfoe3v3wz230dern2bsxef8esu3vabpa7q5ry2t058u5b9dcdfzj1noscq8s7zs84bsisiuaq155f81m70vapqyjrlp7nwlyt4l1t5ansf33r1ml88wtyxh/listener_action_distribution_table.table.json', 'sha256': 'b5d1f5cb4524ce738e1919439b5e3ea98f3b4681adf2e5e1a72b01617e5522a6', 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_524_b5d1f5cb4524ce738e19.table.json', 'ncols': 2, '_latest_artifact_path': 'wandb-client-artifact://hlnqn917d3ba4t4mg6jpjszqaw9t0k7unweqlr74nooumv38fhwh6bz6xyflgwi4afsz8ix54g9bmv974omooh1e539avtet1zltxfhwc848li1dsks3442vhhx5gu77:latest/listener_action_distribution_table.table.json', 'size': 108, '_type': 'table-file', 'log_mode': 'IMMUTABLE'}",,,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1010,,-116.20371459789158,-0.09555753320455551,,1010,1755675150.808143,319.9419345,0.3346973657608032,,,0.4743412435054779,0.3429047167301178,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1020,,-116.20371459789158,-0.34966936707496643,,1020,1755675155.3026927,321.2788377,0.21640512347221375,,,0.03791503608226776,0.30746594071388245,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1030,,-120.30326779365757,-0.8174880743026733,,1030,1755675163.0340269,331.9661546,0.2629041075706482,,,-0.34534400701522827,0.30518871545791626,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1040,,-120.30326779365757,-0.989780068397522,,1040,1755675167.3259935,336.0705483,0.18341560661792755,,,-0.4683188796043396,0.25283610820770264,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1060,,-107.17401105862135,-1.1384631395339966,,1060,1755675176.1699433,345.5530853,0.16078244149684906,,,-0.5679068565368652,0.18936720490455627,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1070,,-107.17401105862135,-1.1721869707107544,,1070,1755675180.9135792,350.6918782,0.13551798462867737,,,-0.601611852645874,0.18442179262638092,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1080,,-100.91770787094944,-1.224717378616333,,1080,1755675186.0527267,355.5156163,0.143453910946846,,,-0.6368706822395325,0.16591159999370575,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1100,,-96.03869009025331,-1.1670149564743042,,1100,1755675196.0947962,365.6375751,0.15281906723976135,,,-0.5893798470497131,0.1813262701034546,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1120,,-96.03869009025331,-1.0773087739944458,,1120,1755675205.8585875,375.6324269,0.13936635851860046,,,-0.41549935936927795,0.12723173201084137,ma_dqn_hypergraph_gat__1__1755674832
,3.0,0.05,,1160,,-97.1833780222133,-0.9809036254882812,,1160,1755675225.3540628,394.8106581,0.09712903946638107,,,-0.3662673532962799,0.21076974272727966,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1190,,-92.23488396527266,-1.3100488185882568,,1190,1755675240.0888302,409.4575713,0.10754021257162094,,,-0.38183143734931946,0.17597128450870514,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1210,,-91.07276839300954,-1.3052865266799927,,1210,1755675249.6406174,418.7822021,0.1162368580698967,,,-0.4164043962955475,0.12284090369939804,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1230,,-97.18649204404923,-1.3048467636108398,,1230,1755675258.7927058,428.1345455,0.13779062032699585,,,-0.5477868318557739,0.14481009542942047,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1240,,-97.18649204404923,-1.250903606414795,,1240,1755675263.494842,432.774515,0.13348563015460968,,,-0.6502254009246826,0.1481388360261917,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1280,,-74.88054287894998,-1.0782430171966553,,1280,1755675284.621684,453.8270994,0.09822922945022583,,,-0.9225092530250549,0.18715143203735352,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1290,,-74.88054287894998,-1.0987937450408936,,1290,1755675289.1872113,458.3980001,0.08527771383523941,,,-0.8376325368881226,0.19165605306625366,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1330,,-69.78920826495619,-1.313618779182434,,1330,1755675307.2753546,476.5587429,0.1151370108127594,,,-0.3788061738014221,0.12957683205604553,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1370,,-70.8513031705606,-1.4820102453231812,,1370,1755675325.09647,494.4520045,0.0748506635427475,,,-0.35755476355552673,0.15851113200187683,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1380,,-76.23442845006242,-1.5425814390182495,,1380,1755675329.812807,498.5969297,0.141619473695755,,,-0.41307881474494934,0.13417232036590576,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1410,,-58.773130610471654,-1.2711119651794434,,1410,1755675342.510462,510.6740232,0.15433816611766815,,,-0.6476163864135742,0.12922391295433044,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1420,,-58.773130610471654,-1.2416166067123413,,1420,1755675346.0342402,514.9142057,0.14964158833026886,,,-0.7123931646347046,0.12379944324493408,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1460,,-54.03334750991752,-1.208505392074585,,1460,1755675361.224581,527.971433,0.08208292722702026,,,-0.7987675666809082,0.16100475192070007,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1500,,-44.61873823093118,-1.1908155679702759,,1500,1755675376.0433588,545.3747,0.1297861784696579,,,-0.5175045728683472,0.11407116055488586,ma_dqn_hypergraph_gat__1__1755674832
25.0,,0.05,-4.835961021032314,1524,-39.01009734061991,,,-4.835961021032314,1524,1755675389.4160058,557.8918062,,"{'_type': 'table-file', 'sha256': '3903ffee6330c71d6198d66ca2d23f50085789e028213672721a976eaae997e5', 'ncols': 2, 'path': 'media/table/speaker_action_distribution_table_1524_3903ffee6330c71d6198.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://cliwu843fa45p33i62f7pzshj9ereko3v2o76dhohlxua2s114zwmzz4sl9sj849uijgbewbghecpd2rtmzkasc7r65exsrw4qj11sxkeynzefs48ky3i8aukjvozu5a/speaker_action_distribution_table.table.json', 'size': 83, 'nrows': 3, '_latest_artifact_path': 'wandb-client-artifact://r7t1h5sisht0if5bvrrlnidaw6uso91g1nu67dmqbh3s5oke2j6hkt3th1k1hgoc8uf8qvqgugvzabhw2yu121g19hiv1964p9kni0fwo37ih4l4fndi73qfwa7r43hg:latest/speaker_action_distribution_table.table.json'}","{'_latest_artifact_path': 'wandb-client-artifact://xh4mm53mh9bfgojo472wy21rfar3pzodq9dtxy0yg91jdkk8kaiig18o5iizbcttmd9xwu0t5ih2ird65kzz5hzjryy089e5i0bo5zmnqvrapbaei3thyn163wvymx1r:latest/listener_action_distribution_table.table.json', 'size': 108, '_type': 'table-file', 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_1524_3d3ebb58b4355a72a04d.table.json', 'ncols': 2, 'sha256': '3d3ebb58b4355a72a04de7acb9e13063635030a72ddbe7830be7c2013227b15f', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://5xptg3i9huplvnlge8ih78qom0nln3462qble0c2kg6m13l4dvpv7qsawzddbwdk3emkd12ehqupyqiv88rswm5dmj84atd504ocs0788ogoiqpz3o3ob8q6brv59062/listener_action_distribution_table.table.json'}",,,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1530,,-41.79829823657416,-1.095674991607666,,1530,1755675393.253221,562.6282083,0.12200112640857697,,,-0.3375494182109833,0.11852090060710907,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1550,,-52.41810790863641,-1.0679912567138672,,1550,1755675403.0104384,572.0504871,0.092244453728199,,,-0.28223589062690735,0.10745590925216675,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1570,,-52.41810790863641,-1.3176217079162598,,1570,1755675411.3447387,580.054618,0.08840937167406082,,,-0.4217388927936554,0.14316007494926453,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1580,,-49.673673474273855,-1.221234679222107,,1580,1755675415.4153025,584.0913607,0.11324133723974228,,,-0.3154396116733551,0.15066328644752502,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1630,,-55.3500443295012,-1.4540282487869263,,1630,1755675437.1414707,606.4948743,0.12563320994377136,,,-0.5842580795288086,0.15399058163166046,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1650,,-57.35444249610687,-1.1433981657028198,,1650,1755675446.3962903,615.3455327,0.09320566803216934,,,-0.6954124569892883,0.12681543827056885,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1660,,-57.35444249610687,-1.0438381433486938,,1660,1755675450.7058535,619.7854472,0.08264131098985672,,,-0.7771145105361938,0.1018124669790268,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1680,,-58.26017929603722,-0.9863660931587219,,1680,1755675460.588406,629.7551713,0.05002869293093681,,,-0.8196524381637573,0.14554058015346527,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1710,,-65.39331337983067,-1.2187973260879517,,1710,1755675474.3255744,643.676437,0.14707882702350616,,,-0.7558489441871643,0.15821599960327148,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1720,,-65.39331337983067,-1.271048665046692,,1720,1755675479.0363715,648.2508636,0.11276181042194366,,,-0.6037759780883789,0.17435906827449799,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1730,,-60.2900178178189,-1.4963704347610474,,1730,1755675483.6108806,652.6605109,0.1154383048415184,,,-0.6029458045959473,0.14526335895061493,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1750,,-57.04321061947868,-1.5290782451629639,,1750,1755675492.54045,661.4867401,0.07819755375385284,,,-0.48353081941604614,0.09387648850679398,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1760,,-57.04321061947868,-1.4585076570510864,,1760,1755675496.8468356,665.5806721,0.06056766211986542,,,-0.41195255517959595,0.16116903722286224,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1770,,-57.04321061947868,-1.400864839553833,,1770,1755675500.940625,666.7989718,0.050971243530511856,,,-0.33229365944862366,0.16054320335388184,ma_dqn_hypergraph_gat__1__1755674832
25.0,,0.05,-18.22648037575474,1774,-157.22120071342889,,,-18.22648037575474,1774,1755675504.9877715,673.063787,,"{'artifact_path': 'wandb-client-artifact://sp8lsbxnesxmjwm0i7x8366b9u1yvny77kngiv68ypi9vpjunzr0o5az0qymbuadeqgrobo2of428gkc3kkbxkjs83cjh7hdg6xgy56k32fs7xu8czgp1gsdgx2eh9ll/speaker_action_distribution_table.table.json', 'size': 83, '_type': 'table-file', 'sha256': 'af5578206e9184808003b38b75e6fd906fcf72e85026f2cfd680f1647afcee18', 'ncols': 2, 'log_mode': 'IMMUTABLE', 'nrows': 3, '_latest_artifact_path': 'wandb-client-artifact://83axp5qqu91ma9zhn8zggc6zpcnpqpwcupi56vkbvrdrb8v49eono5f56efzxhrjb2ukl4ecqb7mlh4j50fsjms4kob54xcxyg7hnrzidbz4dtwrpywysul0k6oabkcg:latest/speaker_action_distribution_table.table.json', 'path': 'media/table/speaker_action_distribution_table_1774_af5578206e9184808003.table.json'}","{'_type': 'table-file', 'log_mode': 'IMMUTABLE', 'nrows': 5, 'sha256': 'adb65057e4f9a8e719398e5ae40792125c1e6acea6d72d14b825c5f31ea2f8df', 'path': 'media/table/listener_action_distribution_table_1774_adb65057e4f9a8e71939.table.json', 'ncols': 2, 'artifact_path': 'wandb-client-artifact://6g3krd51nxuw2k5h0u3294czq5mjxxrhikobljbwl5ur7i9kmb5vuzrv9pbhxi5xita8v6znvzdz8xwi8upsfk36dncn19toyqr55xkyw1ynamx4km0zoxv2hn9gnllf/listener_action_distribution_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://7ha7gy13n3fvp0d8uwz2jm39vc2fzw7yl37g7g5kvot1qhph3o2rzk924ypjr11a4machu7mlcx8zzhctz7lk91qljyf93i6k7ga8a4l5ts66f3z10xspwm8v1xu1rn8:latest/listener_action_distribution_table.table.json', 'size': 106}",,,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1780,,-68.86432095675957,-1.3232274055480957,,1780,1755675508.4236982,676.8614271,0.04969353973865509,,,-0.3928212523460388,0.158598855137825,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1790,,-68.86432095675957,-1.1405038833618164,,1790,1755675512.222296,680.751353,0.0637284442782402,,,-0.44277647137641907,0.1395062804222107,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1800,,-74.04637504351813,-1.0603653192520142,,1800,1755675516.1115098,685.2115958,0.07836530357599258,,,-0.46102437376976013,0.15272068977355957,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1810,,-74.04637504351813,-0.9598230123519897,,1810,1755675520.5719275,689.5901443,0.10884349048137665,,,-0.41466274857521057,0.11129766702651978,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1830,,-87.85896251976314,-0.9676297903060913,,1830,1755675529.475403,698.5255042,0.15445081889629364,,,-0.49010685086250305,0.1449158936738968,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1840,,-87.85896251976314,-0.9270318746566772,,1840,1755675533.8862329,701.9794429,0.19441339373588562,,,-0.46479088068008423,0.2101600468158722,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1850,,-85.90522212225991,-1.0243403911590576,,1850,1755675537.3394282,705.785614,0.16606548428535461,,,-0.5901771187782288,0.24839025735855103,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1860,,-85.90522212225991,-1.074174404144287,,1860,1755675541.1455173,709.727566,0.07787737995386124,,,-0.6736221313476562,0.2546759247779846,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1870,,-85.90522212225991,-1.2376810312271118,,1870,1755675545.087485,714.1873955,0.0971933975815773,,,-0.7624423503875732,0.2649509012699127,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1880,,-86.00936270673371,-1.2690250873565674,,1880,1755675549.5472414,718.5441639,0.08820763975381851,,,-0.7466028928756714,0.21401333808898926,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1890,,-86.00936270673371,-1.4935716390609741,,1890,1755675553.9042845,722.9702467,0.10968687385320663,,,-0.9715725183486938,0.1960177719593048,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1900,,-91.56900888110795,-1.5370770692825317,,1900,1755675558.3303883,727.1583107,0.10158427059650421,,,-0.888371467590332,0.15871599316596985,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1930,,-90.48380697170457,-1.6179273128509521,,1930,1755675571.1515744,739.8252924,0.06294652819633484,,,-0.7257828712463379,0.2115020453929901,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,1950,,-86.41438343160162,-1.422881841659546,,1950,1755675579.70498,748.9719287,0.09067414700984955,,,-0.7343170046806335,0.21962274610996246,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2000,,-90.51920370783742,-0.9408618211746216,,2000,1755675603.5470548,772.8795747,0.08635793626308441,,,-0.5801659822463989,0.1339224874973297,ma_dqn_hypergraph_gat__1__1755674832
25.0,,0.05,-5.7194074850098655,2024,-36.64465853486201,,,-5.7194074850098655,2024,1755675616.5447679,784.6414154,,"{'size': 84, '_type': 'table-file', 'sha256': 'eebd3b16b6af00710fd39458960dc42cdf8391eeec138d7c75af74f8b86795bd', 'ncols': 2, 'path': 'media/table/speaker_action_distribution_table_2024_eebd3b16b6af00710fd3.table.json', 'artifact_path': 'wandb-client-artifact://95tz5g36owpow8529tnwwgudxrf96zq9tp6cvy8mj3dwzidxcuwpcl45rlj81c86mj53zaqhxzqgieia12987t1hd8i3vs5zudmcrot5oxasfcfotngqd34sxksdgucj/speaker_action_distribution_table.table.json', 'nrows': 3, '_latest_artifact_path': 'wandb-client-artifact://k0u0n6zlgxh6ht8y7chpo14jd6ffihnvjuadu5d6mquamcr5fax7n0xbfzsfux1hamajyycheh5n5g3rr08cf60a7u3l0pv04y9gyfzpn4yasbrjhhgturghqvrs3mfn:latest/speaker_action_distribution_table.table.json', 'log_mode': 'IMMUTABLE'}","{'artifact_path': 'wandb-client-artifact://7wscm7c1kza16f8xeqngdzzqknejbwzk4dtcq0467cl2wd962zew4fcydkx93es9809991komvaac3sacjya02y4cker3d5rmek8jsk8ee50ub3ixysdmmv53hh4hh9t/listener_action_distribution_table.table.json', 'sha256': 'e2e0a0295f4884d938e3c55b3e11a04d4b1b39a26457511ef1fd369d35346102', 'size': 108, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://gq6m6p7kq8yjb2dmg0lzs0oylkjo37osdylmp5l9cffnw56yjmn3td7u6ddvip1wkkbz9nwxuaz9v8dg7hi2opwk00ze19cvgcqovr4dfsdojtqvdk5qyt5e34k9lk8c:latest/listener_action_distribution_table.table.json', '_type': 'table-file', 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_2024_e2e0a0295f4884d938e3.table.json', 'ncols': 2}",,,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2030,,-78.46154948998074,-1.3221213817596436,,2030,1755675620.001331,790.2191659,0.09748289734125137,,,-0.5143201947212219,0.1884075403213501,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2070,,-81.10469998521381,-1.4286344051361084,,2070,1755675639.3530788,809.1874357,0.05665493756532669,,,-0.47757136821746826,0.11926554143428802,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2100,,-65.15650971617649,-1.5457631349563599,,2100,1755675654.5407481,823.6445304,0.11303959786891937,,,-0.5861552357673645,0.1729511022567749,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2110,,-65.15650971617649,-1.4154506921768188,,2110,1755675659.0055497,828.2494858,0.14642450213432312,,,-0.6491369009017944,0.10760114341974258,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2130,,-76.76231893947973,-1.244762659072876,,2130,1755675667.9762595,837.3572334,0.09947705268859863,,,-0.7192598581314087,0.1375003308057785,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2160,,-69.80798979341822,-1.14213228225708,,2160,1755675682.2480798,851.1163654,0.08085517585277557,,,-1.1304690837860107,0.11137821525335312,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2170,,-69.80798979341822,-1.1024925708770752,,2170,1755675686.4769735,855.7651664,0.07381563633680344,,,-0.9486450552940369,0.14295238256454468,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2190,,-76.18843875828206,-1.2207175493240356,,2190,1755675695.7569983,865.1674185,0.0941031277179718,,,-0.8590107560157776,0.17118309438228607,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2200,,-74.0818136579332,-1.2447534799575806,,2200,1755675700.5283544,869.7818188,0.089798204600811,,,-0.752240002155304,0.13576382398605347,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2250,,-70.70374963125953,-1.4592998027801514,,2250,1755675723.6602783,892.7602207,0.05573137849569321,,,-0.37710872292518616,0.09847212582826614,ma_dqn_hypergraph_gat__1__1755674832
25.0,,0.05,-0.38434766561811906,2274,-5.2197904585194514,,,-0.38434766561811906,2274,1755675737.060809,904.9492711,,"{'artifact_path': 'wandb-client-artifact://f5dh65v9ptjognvvuiyidruzu34v51aortbv3jc8tnint602g72a4y8gcc3wa2cqt3utgj175dtq26svtwszpg9f43qblkk3xqqyqhtgp36zp2bfcy2mv7ilpr8j5u9b/speaker_action_distribution_table.table.json', 'size': 83, 'sha256': 'cad9abcda42b1f41a064bc89772ca0dfbe227275e8f8cfc2030e401906777a73', 'ncols': 2, '_type': 'table-file', 'nrows': 3, '_latest_artifact_path': 'wandb-client-artifact://0rqgokeo0x5ktg77xjadyke9ywyl8bw5byoqcv7f4m8jmimyqrz7brtmghzmm5jt0kcphq0hgmq1jq8jodzuvm2wnzy72htg3uuoa7xkt5tpjdzzs9zr9t00cgczgm2q:latest/speaker_action_distribution_table.table.json', 'path': 'media/table/speaker_action_distribution_table_2274_cad9abcda42b1f41a064.table.json', 'log_mode': 'IMMUTABLE'}","{'_latest_artifact_path': 'wandb-client-artifact://6f5mg5sfbr4pzmn81djj3eet8fugbr02ssq7jqwx24pf7edc52ykaiz652euz3lb2y6t9bbap6h9s6xdj8ua243o0qqu775cowq74dyxn4gjka987j1kg1xhmeognpls:latest/listener_action_distribution_table.table.json', 'size': 108, 'log_mode': 'IMMUTABLE', 'nrows': 5, 'ncols': 2, 'artifact_path': 'wandb-client-artifact://xj8rxkt6v70rsl0l0mokmmekyufjyzdhn3b2x11sgwhhibve9y3xgvv0k57awn6etvjo2eauvofi5uhibmnlv6xhuyyj50303kfe5o3mb6tfduqir73bdgcfjgn4z0qr/listener_action_distribution_table.table.json', 'sha256': '7b1599b77f2c46d62a25f99d5ab8a5a92a15b950252108b5b606cd4f50963127', '_type': 'table-file', 'path': 'media/table/listener_action_distribution_table_2274_7b1599b77f2c46d62a25.table.json'}",,,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2280,,-67.56126282362527,-1.246461033821106,,2280,1755675740.3091943,910.0742088,0.05413657799363136,,,-0.38599884510040283,0.10431890189647675,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2340,,-67.08568805795633,-1.1798635721206665,,2340,1755675768.3974845,937.7865851,0.09208348393440247,,,-0.6527702212333679,0.17591455578804016,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2350,,-59.91392284992351,-1.195645809173584,,2350,1755675773.1464086,942.4902639,0.11168166249990463,,,-0.5671873092651367,0.1378040313720703,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2360,,-59.91392284992351,-1.2901458740234375,,2360,1755675777.851003,946.8520938,0.11851460486650467,,,-0.6293611526489258,0.10540562868118286,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2380,,-61.336166611477005,-1.5244208574295044,,2380,1755675787.2800398,956.1531823,0.10118987411260605,,,-0.7162930965423584,0.10131463408470154,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2400,,-62.41704190806998,-1.3699138164520264,,2400,1755675796.1827133,965.4015872,0.053382378071546555,,,-0.7173610329627991,0.09696104377508163,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2410,,-62.41704190806998,-1.379570722579956,,2410,1755675800.7624712,970.2178888,0.0550357885658741,,,-0.7641828060150146,0.08148977160453796,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2420,,-62.41704190806998,-1.4241899251937866,,2420,1755675805.5780237,975.2594412,0.06760842353105545,,,-0.9323889017105103,0.12930022180080414,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2430,,-57.77443158536746,-1.4049458503723145,,2430,1755675810.6197567,979.8518279,0.05859062075614929,,,-0.9644643068313599,0.11010105162858963,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2450,,-59.32475793961961,-1.1967273950576782,,2450,1755675819.921286,989.3266045,0.06801459193229675,,,-0.8513371348381042,0.08115573227405548,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2470,,-59.32475793961961,-1.145860195159912,,2470,1755675829.3038442,998.8005035,0.0668582171201706,,,-0.6878706812858582,0.10697008669376373,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2480,,-64.23645207510268,-1.0983461141586304,,2480,1755675834.1608195,1003.4199175,0.06504389643669128,,,-0.5851626396179199,0.14039477705955505,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2490,,-64.23645207510268,-1.2284621000289917,,2490,1755675838.7806478,1007.5773441,0.061641305685043335,,,-0.6451159715652466,0.10089191794395447,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2510,,-68.87826187477317,-1.1251317262649536,,2510,1755675847.2802324,1016.6094687,0.07478336244821548,,,-0.4109334945678711,0.10543541610240936,ma_dqn_hypergraph_gat__1__1755674832
25.0,,0.05,-17.08576603366306,2524,-163.91378790672866,,,-17.08576603366306,2524,1755675856.3888824,1024.6244044,,"{'_type': 'table-file', 'nrows': 3, 'sha256': '7a3e71e621ae5a98019f3ecd293eb30df450ed73163958625f311a508a9f0226', 'path': 'media/table/speaker_action_distribution_table_2524_7a3e71e621ae5a98019f.table.json', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://b19h5z4vvtgjpxq7f7o3nwkazvw15mbaa6laf8dmqadga4lfnervhtaei96jksg7vtnu5koc210wcm0gcz0t2i80i8v5sm5g4ubb81gb5jwhudqvvzilsvzi6vhjv0an:latest/speaker_action_distribution_table.table.json', 'ncols': 2, 'artifact_path': 'wandb-client-artifact://713pcn4y5nucfqgvgyx2bdkcolzbvap956if9tudrfev7mbwxq5som3e923vfuzm7t6o5y5wj8n7xfftxqifmgd1kpowydv9pwyqa0ragpv3u0c0ad8voc59unrzxwko/speaker_action_distribution_table.table.json', 'size': 81}","{'sha256': '5d6393a881384224188bb5e8e2ec89b4fa840f4eaa26794ecc744dbedc3f3c5b', '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_2524_5d6393a881384224188b.table.json', 'ncols': 2, '_latest_artifact_path': 'wandb-client-artifact://p1zq139c84modzztfxjojxq5ny1sltuh98s1rpd00b53fbnzl90fxbw6teo8aeqwh0jd78lu6li6hmndob8ygcyjy0e2wwxqoztuk87iqibx9tbje85s93j2axyqjh99:latest/listener_action_distribution_table.table.json', 'size': 107, 'artifact_path': 'wandb-client-artifact://tlqftzr5aigsai49zsyo5ipcc62lb33q8soj33gedvtx94et8yprd9dibea6x6w57uj74ahg6ex6m38a3du6c5x3ort1h50vn1t55exnh5fvgdh3pte2v2fj3roxqpq0/listener_action_distribution_table.table.json'}",,,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,2530,,-84.74766161959408,-1.3989834785461426,,2530,1755675859.9846916,1030.1118028,0.05351319909095764,,,-0.5572903752326965,0.09406664967536926,ma_dqn_hypergraph_gat__1__1755674832
